%  columns="iteration, evaluation, void, void, void, xmean" (startseed=207450, 2015/04/22 1:12:20.50)
0 1 0 0 0 -1.000000e+00 -2.000000e+00 -3.000000e+00 -4.000000e+00 -5.000000e+00 -6.000000e+00 -7.000000e+00 -8.000000e+00 -9.000000e+00 
1 11 0 0 0 -9.293383e-01 -2.003618e+00 -2.968588e+00 -4.017424e+00 -4.999207e+00 -6.018836e+00 -7.044073e+00 -8.042435e+00 -9.110884e+00 
