%  columns="iteration, evaluation, void, void, void, xmean" (startseed=214971, 2015/04/22 1:50:57.71)
0 1 0 0 0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+00 1.000000e-02 1.000000e-01 
1 12 0 0 0 9.336057e-01 9.447286e-01 9.754956e-01 9.940227e-01 9.984307e+00 9.987267e+00 1.004105e+01 9.967932e+00 1.056952e+00 -4.032454e-02 1.134144e-01 
2 23 0 0 0 8.583658e-01 8.098625e-01 8.867180e-01 9.803871e-01 9.994393e+00 1.007064e+01 1.007446e+01 1.000355e+01 1.056324e+00 2.227860e-02 1.176354e-01 
3 34 0 0 0 8.618882e-01 7.123481e-01 8.125004e-01 9.535024e-01 9.992329e+00 1.015505e+01 1.012044e+01 9.995973e+00 1.089885e+00 -1.577663e-02 2.310615e-01 
4 45 0 0 0 8.513567e-01 6.923295e-01 7.532864e-01 9.391800e-01 1.001072e+01 1.014756e+01 1.008568e+01 1.003005e+01 9.953974e-01 -1.566954e-02 2.579465e-01 
5 56 0 0 0 7.787871e-01 5.810423e-01 7.389324e-01 9.211602e-01 9.994140e+00 1.011466e+01 1.011975e+01 1.010819e+01 1.009940e+00 -3.901574e-02 2.702966e-01 
6 67 0 0 0 7.484870e-01 3.786754e-01 6.682965e-01 9.255224e-01 9.965682e+00 1.018962e+01 1.017094e+01 1.008235e+01 1.092380e+00 -1.172396e-01 3.107119e-01 
7 78 0 0 0 6.687254e-01 3.223305e-01 6.215200e-01 9.366874e-01 1.003902e+01 1.034469e+01 1.007213e+01 1.006023e+01 1.115458e+00 -7.563225e-03 4.328600e-01 
8 89 0 0 0 6.899109e-01 1.280253e-01 5.121736e-01 8.045237e-01 1.004765e+01 1.030819e+01 9.994162e+00 1.011441e+01 1.047154e+00 9.133670e-02 5.816068e-01 
9 100 0 0 0 6.088201e-01 6.000932e-02 3.719820e-01 7.647550e-01 1.007026e+01 1.043014e+01 9.919899e+00 1.019641e+01 9.977789e-01 2.033332e-01 6.177442e-01 
10 111 0 0 0 7.149521e-01 -2.164114e-03 5.167039e-01 7.969119e-01 1.014831e+01 1.048397e+01 9.812253e+00 1.023452e+01 1.082950e+00 1.842064e-01 7.006128e-01 
11 122 0 0 0 6.512301e-01 -7.060024e-02 4.061818e-01 8.465009e-01 1.022431e+01 1.065014e+01 9.742123e+00 1.036182e+01 9.423212e-01 3.490240e-01 6.338084e-01 
12 133 0 0 0 6.109659e-01 -3.949601e-02 2.189266e-01 5.729625e-01 1.016388e+01 1.066922e+01 9.894453e+00 1.044504e+01 1.234091e+00 2.605586e-01 8.738027e-01 
13 144 0 0 0 6.447044e-01 -4.331401e-03 5.115917e-02 4.689512e-01 1.021205e+01 1.056719e+01 1.005299e+01 1.054425e+01 1.110283e+00 1.173438e-01 8.391630e-01 
14 155 0 0 0 3.437047e-01 -3.456774e-02 -1.620811e-01 5.251649e-01 1.028239e+01 1.070014e+01 1.021359e+01 1.053346e+01 1.165713e+00 3.491213e-01 9.488032e-01 
15 166 0 0 0 2.700901e-01 -5.466208e-02 -2.424779e-01 5.517373e-01 1.036520e+01 1.075138e+01 1.045588e+01 1.064643e+01 1.062881e+00 2.593488e-01 1.080699e+00 
16 177 0 0 0 5.140279e-02 8.235822e-03 -2.184815e-01 7.031832e-01 1.025882e+01 1.081344e+01 1.042098e+01 1.057213e+01 9.011976e-01 1.196658e-01 1.021422e+00 
17 188 0 0 0 1.090013e-01 3.911258e-03 -1.083645e-01 8.675748e-01 1.017747e+01 1.082330e+01 1.040590e+01 1.062918e+01 1.003126e+00 2.152022e-02 9.824950e-01 
18 199 0 0 0 1.753169e-01 -1.668119e-02 -2.695219e-01 7.135776e-01 1.016896e+01 1.077931e+01 1.030345e+01 1.054638e+01 8.360998e-01 1.549510e-01 1.321094e+00 
19 210 0 0 0 3.631606e-01 2.036237e-02 3.256691e-03 8.277108e-01 1.009264e+01 1.085144e+01 1.030565e+01 1.044359e+01 8.086694e-01 1.568677e-01 1.315571e+00 
20 221 0 0 0 3.696541e-01 3.988805e-02 -2.110831e-01 1.026133e+00 1.021733e+01 1.078607e+01 1.027439e+01 1.026341e+01 8.596472e-01 3.326490e-01 1.376459e+00 
21 232 0 0 0 4.786354e-01 6.042416e-02 -2.981569e-01 9.103692e-01 9.959915e+00 1.084580e+01 1.026803e+01 1.028674e+01 9.409635e-01 2.971303e-01 1.529622e+00 
22 243 0 0 0 3.672235e-01 -1.210962e-02 -2.289607e-01 9.683911e-01 1.000423e+01 1.083119e+01 1.050237e+01 1.032316e+01 9.867163e-01 1.834302e-01 1.571785e+00 
23 254 0 0 0 4.287605e-01 -1.886608e-02 -2.004918e-01 1.114978e+00 9.973931e+00 1.078857e+01 1.049139e+01 1.020901e+01 8.988586e-01 5.760067e-02 1.574608e+00 
24 265 0 0 0 5.950073e-01 4.640562e-02 -1.903379e-01 1.196079e+00 9.984478e+00 1.086122e+01 1.032668e+01 1.030928e+01 7.197599e-01 -4.461964e-02 1.465150e+00 
25 276 0 0 0 3.689665e-01 8.804724e-03 -3.165006e-01 1.233557e+00 1.013184e+01 1.089627e+01 1.052289e+01 1.026582e+01 7.000620e-01 -8.693084e-02 1.409210e+00 
26 287 0 0 0 3.590895e-01 -3.432050e-02 -5.336896e-01 1.348777e+00 1.000112e+01 1.078295e+01 1.054927e+01 1.019222e+01 8.406674e-01 -8.146393e-02 1.517710e+00 
