%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=210733, 2015/04/21 18:5:44.34)
1 12 9.536664e-02 1.174068e+00  1.334205023090286700e-02  1.334205023090286700e-02  1.420806577268906300e-02                       Inf
2 23 1.038217e-01 1.354810e+00  1.323910142405824300e-02  1.323910142405824300e-02  1.365820592131685200e-02                       Inf
3 34 1.064527e-01 1.440256e+00  3.724026590877215700e-03  3.724026590877215700e-03  1.321350041417461800e-02                       Inf
4 45 1.214485e-01 1.475844e+00  1.419315655104649600e-03  1.419315655104649600e-03  1.306033196099728800e-02  1.391153216242041800e-02
5 56 1.491164e-01 1.461731e+00  4.981304898384674800e-04  4.981304898384674800e-04  1.647320719559054600e-03  1.365522197441105200e-02
6 67 1.863104e-01 1.523466e+00  4.437188439000659900e-04  4.437188439000659900e-04  1.340841745264029500e-03  1.483164964804113700e-03
7 78 2.285358e-01 1.534396e+00  4.437188439000659900e-04  4.536623858366028100e-04  4.889744676459693500e-04                       Inf
8 89 2.485484e-01 1.561117e+00  4.424079661434097600e-04  4.424079661434097600e-04  4.735458180359391400e-04  8.003986611283981400e-04
9 100 2.722316e-01 1.554265e+00  3.210409643504507600e-04  3.210409643504507600e-04  4.585007192374566200e-04  1.292739736414278400e-02
10 111 2.854873e-01 1.572583e+00  2.283848227507001800e-04  2.283848227507001800e-04  4.736429305081600300e-04  8.263865331233565800e-04
11 122 2.754506e-01 1.627529e+00  2.283848227507001800e-04  4.480965560704448900e-04  4.947842817571870900e-04  8.810045838071053200e-04
12 133 2.732524e-01 1.723489e+00  2.283848227507001800e-04  4.676967983629228900e-04  7.983921831338963800e-04                       Inf
13 144 2.736547e-01 1.779212e+00  2.283848227507001800e-04  2.294048965602376700e-04  4.428315371739694000e-04  8.792345389156104900e-04
14 155 2.877364e-01 1.854162e+00  1.830573539577892200e-04  1.830573539577892200e-04  3.332896447983932400e-04  1.249202582315241300e-02
15 166 2.890225e-01 1.876983e+00  1.764253039830821600e-04  1.764253039830821600e-04  2.781232370124893500e-04  9.034083040603967300e-04
16 177 2.735555e-01 1.865301e+00  1.740874569471235500e-04  1.740874569471235500e-04  2.929967685958389500e-04  6.014518437436844300e-04
17 188 2.809592e-01 1.913607e+00  1.740874569471235500e-04  1.775612605872503900e-04  3.345887469857061200e-04  5.245733053569225500e-04
18 199 2.736344e-01 1.990706e+00  1.740874569471235500e-04  1.766534662844244100e-04  3.367356049381616400e-04  8.729850130871642200e-04
19 210 2.524901e-01 2.001937e+00  1.740874569471235500e-04  1.785932560173161800e-04  3.161517538622606800e-04  6.880788505725869300e-04
