%  columns="iteration, evaluation, void, void, void, xmean" (startseed=212192, 2015/03/6 17:56:24.93)
0 1 0 0 0 8.900000e-01 -4.700000e-02 3.300000e-01 -3.700000e-01 -1.000000e-01 -4.300000e-01 2.900000e-01 2.600000e-01 -8.000000e-02 1.100000e-01 -1.400000e-01 -2.200000e-01 -3.100000e-02 2.800000e-01 8.500000e-02 4.100000e-01 -3.800000e-01 -4.600000e-02 -2.900000e-01 -3.600000e-01 -1.200000e-01 
1 14 0 0 0 8.904360e-01 -4.500705e-02 3.276552e-01 -3.742950e-01 -1.039463e-01 -4.254062e-01 2.866903e-01 2.614458e-01 -8.278102e-02 1.116341e-01 -1.407265e-01 -2.199989e-01 -3.130651e-02 2.813492e-01 8.506869e-02 4.089186e-01 -3.808906e-01 -4.778484e-02 -2.908368e-01 -3.646392e-01 -1.206113e-01 
2 27 0 0 0 8.931373e-01 -4.471437e-02 3.266572e-01 -3.730445e-01 -1.075527e-01 -4.259281e-01 2.841838e-01 2.621636e-01 -8.363372e-02 1.101979e-01 -1.375446e-01 -2.177267e-01 -3.166689e-02 2.792752e-01 8.621938e-02 4.087159e-01 -3.833000e-01 -4.876977e-02 -2.921493e-01 -3.643825e-01 -1.178819e-01 
3 40 0 0 0 8.913927e-01 -4.652799e-02 3.264709e-01 -3.710142e-01 -1.059089e-01 -4.250451e-01 2.872130e-01 2.610592e-01 -8.395124e-02 1.089261e-01 -1.428920e-01 -2.194771e-01 -2.736238e-02 2.777075e-01 8.589448e-02 4.073718e-01 -3.814301e-01 -4.998222e-02 -2.915793e-01 -3.649621e-01 -1.174259e-01 
4 53 0 0 0 8.909236e-01 -4.647118e-02 3.264460e-01 -3.702361e-01 -1.084451e-01 -4.233236e-01 2.839262e-01 2.591513e-01 -8.289663e-02 1.085974e-01 -1.444335e-01 -2.198147e-01 -2.870673e-02 2.774846e-01 8.600674e-02 4.065512e-01 -3.825729e-01 -4.951786e-02 -2.884587e-01 -3.618700e-01 -1.166843e-01 
5 66 0 0 0 8.907050e-01 -4.642839e-02 3.288338e-01 -3.684327e-01 -1.086777e-01 -4.246442e-01 2.812108e-01 2.592814e-01 -8.115290e-02 1.085980e-01 -1.445484e-01 -2.212752e-01 -2.830334e-02 2.785269e-01 8.530460e-02 4.071892e-01 -3.833679e-01 -4.724056e-02 -2.854037e-01 -3.584070e-01 -1.140068e-01 
6 79 0 0 0 8.903203e-01 -4.802792e-02 3.289812e-01 -3.676748e-01 -1.103491e-01 -4.283107e-01 2.808648e-01 2.589559e-01 -8.118352e-02 1.105032e-01 -1.472479e-01 -2.216275e-01 -2.855180e-02 2.790105e-01 8.592608e-02 4.072080e-01 -3.849411e-01 -4.664233e-02 -2.889015e-01 -3.604440e-01 -1.136890e-01 
7 92 0 0 0 8.908832e-01 -4.991883e-02 3.259197e-01 -3.681008e-01 -1.108902e-01 -4.265102e-01 2.833321e-01 2.590757e-01 -8.027035e-02 1.123219e-01 -1.493744e-01 -2.181577e-01 -2.880048e-02 2.767786e-01 8.541819e-02 4.051356e-01 -3.808169e-01 -4.552783e-02 -2.913323e-01 -3.603042e-01 -1.159511e-01 
8 105 0 0 0 8.917564e-01 -4.925875e-02 3.240440e-01 -3.681788e-01 -1.102896e-01 -4.261251e-01 2.829477e-01 2.598331e-01 -8.088087e-02 1.133085e-01 -1.504037e-01 -2.197121e-01 -2.873845e-02 2.753114e-01 8.362124e-02 4.066621e-01 -3.815806e-01 -4.384160e-02 -2.910406e-01 -3.597192e-01 -1.160128e-01 
9 118 0 0 0 8.898352e-01 -4.766314e-02 3.241742e-01 -3.683968e-01 -1.083851e-01 -4.241480e-01 2.827024e-01 2.619266e-01 -8.072278e-02 1.144486e-01 -1.504925e-01 -2.169428e-01 -2.973362e-02 2.760408e-01 8.171447e-02 4.060217e-01 -3.820913e-01 -4.530158e-02 -2.901751e-01 -3.603578e-01 -1.151300e-01 
