%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=212192, 2015/03/6 17:56:24.93)
1 14 4.653775e-03 0 0 4.471650e-03 4.679232e-03 4.585243e-03 4.630954e-03 4.683112e-03 4.884218e-03 4.777517e-03 4.584162e-03 4.654991e-03 4.514541e-03 4.455893e-03 4.602480e-03 4.571783e-03 4.573291e-03 4.438941e-03 4.472618e-03 4.475693e-03 4.578648e-03 4.508522e-03 4.678756e-03 4.531416e-03 
2 27 4.447381e-03 0 0 4.228664e-03 4.317184e-03 4.231017e-03 4.369637e-03 4.602444e-03 4.570369e-03 4.549788e-03 4.228180e-03 4.335587e-03 4.196838e-03 4.204342e-03 4.314296e-03 4.301241e-03 4.272761e-03 4.081105e-03 4.218466e-03 4.383923e-03 4.351557e-03 4.175323e-03 4.449401e-03 4.481860e-03 
3 40 4.149970e-03 0 0 3.909131e-03 4.069618e-03 3.942571e-03 4.048335e-03 4.202857e-03 4.349738e-03 4.154975e-03 3.773452e-03 3.959772e-03 3.767640e-03 4.079090e-03 3.929841e-03 4.217991e-03 3.882004e-03 3.646057e-03 3.897342e-03 3.984519e-03 3.940425e-03 3.742048e-03 4.179859e-03 4.094303e-03 
4 53 3.939016e-03 0 0 3.556027e-03 3.746963e-03 3.625628e-03 3.809376e-03 4.033234e-03 4.154146e-03 3.960034e-03 3.659591e-03 3.689769e-03 3.457326e-03 3.811936e-03 3.588297e-03 3.904753e-03 3.762089e-03 3.341810e-03 3.665103e-03 3.687139e-03 3.598661e-03 3.500073e-03 3.900466e-03 3.897241e-03 
5 66 3.843879e-03 0 0 3.728869e-03 3.630858e-03 3.631086e-03 3.639359e-03 3.875595e-03 3.921284e-03 3.974286e-03 3.435168e-03 3.578613e-03 3.341493e-03 3.779742e-03 3.449968e-03 3.762218e-03 3.552862e-03 3.124197e-03 3.501573e-03 3.531586e-03 3.478975e-03 3.511694e-03 3.880723e-03 3.828942e-03 
6 79 3.712316e-03 0 0 3.497941e-03 3.414951e-03 3.495222e-03 3.455936e-03 3.739242e-03 3.819349e-03 3.871553e-03 3.227366e-03 3.597822e-03 3.177089e-03 3.789923e-03 3.241201e-03 3.511607e-03 3.329466e-03 2.929273e-03 3.319315e-03 3.384186e-03 3.342988e-03 3.365044e-03 3.674062e-03 3.994804e-03 
7 92 3.601371e-03 0 0 3.248177e-03 3.380688e-03 3.446268e-03 3.287086e-03 3.606342e-03 3.572220e-03 3.682146e-03 3.053165e-03 3.377683e-03 3.062185e-03 3.868700e-03 3.221975e-03 3.398851e-03 3.258686e-03 2.747319e-03 3.189717e-03 3.569073e-03 3.215678e-03 3.205104e-03 3.467326e-03 3.909868e-03 
8 105 3.473802e-03 0 0 3.032625e-03 3.356977e-03 3.291646e-03 3.126929e-03 3.389896e-03 3.555544e-03 3.451642e-03 2.906552e-03 3.240897e-03 2.933977e-03 3.785666e-03 2.987352e-03 3.198647e-03 3.094580e-03 2.713330e-03 3.003695e-03 3.376847e-03 3.092557e-03 2.970131e-03 3.312743e-03 3.627251e-03 
9 118 3.338279e-03 0 0 2.899841e-03 3.362983e-03 3.091616e-03 2.953258e-03 3.147458e-03 3.383926e-03 3.460060e-03 2.992449e-03 2.979848e-03 2.862476e-03 3.595263e-03 2.942083e-03 2.992722e-03 2.905039e-03 2.631267e-03 2.804607e-03 3.302624e-03 2.972136e-03 2.827767e-03 3.052600e-03 3.388779e-03 
10 131 3.404034e-03 0 0 2.956459e-03 3.415832e-03 3.046712e-03 3.052903e-03 3.178400e-03 3.818790e-03 3.445024e-03 3.582186e-03 2.998417e-03 2.876432e-03 3.710687e-03 2.970334e-03 3.009969e-03 2.853539e-03 2.611496e-03 2.888405e-03 3.360166e-03 2.943521e-03 2.793675e-03 3.221226e-03 3.533261e-03 
