%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=205830, 2015/04/21 2:8:8.30)
1 13  1.419031193893346300e-04 0 0 5.087131e-02 3.076329e+00 1.010644e+01 -2.875256e-02 2.319946e-02 -2.655133e+02 3.893587e-03 2.030512e+02 7.482234e-02 1.644557e+01 3.167928e+01 -7.997141e-02 -1.225056e-01 -2.533090e+02 -6.990722e-02 5.145118e+01 -8.185691e-02 -1.530761e-02 
2 25  1.375556383205035000e-04 0 0 1.636313e-03 3.053726e+00 9.964730e+00 -6.994889e-02 5.861865e-02 -2.652830e+02 -8.245867e-02 2.031219e+02 1.187295e-01 1.646305e+01 3.176125e+01 -1.451959e-01 -2.215543e-01 -2.533908e+02 6.100040e-02 5.146824e+01 -1.516522e-01 -8.899168e-04 
3 37  1.417801522978788600e-04 0 0 -3.116614e-02 3.154864e+00 1.007925e+01 -6.881436e-02 5.040417e-02 -2.652120e+02 -1.336096e-02 2.031138e+02 1.208633e-01 1.647386e+01 3.171282e+01 -1.631567e-01 -1.748215e-01 -2.534393e+02 -7.381989e-03 5.151432e+01 -3.061157e-01 -6.437791e-02 
4 49  1.316276599624434900e-04 0 0 5.604061e-02 3.169912e+00 1.007965e+01 -8.716530e-02 2.058287e-02 -2.652796e+02 9.465318e-02 2.030951e+02 9.241532e-02 1.647921e+01 3.163320e+01 -1.496814e-02 -2.452425e-01 -2.535392e+02 1.899015e-02 5.141861e+01 -1.597093e-01 5.527201e-02 
5 61  1.336563250972404000e-04 0 0 -2.780215e-02 3.329191e+00 9.902838e+00 -1.347687e-01 5.011368e-02 -2.653514e+02 -9.259233e-03 2.031444e+02 4.746782e-03 1.652971e+01 3.162897e+01 3.133029e-02 -8.910750e-02 -2.534269e+02 5.380189e-02 5.155525e+01 -2.069739e-01 1.117994e-01 
6 73  1.351627930605573600e-04 0 0 -3.787511e-02 3.090493e+00 9.991281e+00 -9.564702e-02 -2.126051e-02 -2.653869e+02 1.289081e-01 2.032487e+02 3.158392e-02 1.639088e+01 3.165879e+01 4.797636e-02 -3.729494e-02 -2.534388e+02 -8.968852e-02 5.151828e+01 -9.170171e-02 5.511774e-02 
7 85  1.298595785035930600e-04 0 0 -9.073048e-02 3.156368e+00 9.959708e+00 -1.238545e-01 7.436313e-02 -2.652751e+02 7.087084e-02 2.030627e+02 6.946462e-02 1.649433e+01 3.168693e+01 1.124852e-01 2.950642e-02 -2.533939e+02 -3.006848e-02 5.157717e+01 -2.473043e-01 6.309757e-02 
8 97  1.289911662062746400e-04 0 0 -3.779449e-02 3.165703e+00 1.012160e+01 -7.609410e-02 1.641350e-01 -2.652296e+02 1.204280e-02 2.031828e+02 1.493470e-02 1.638972e+01 3.166086e+01 2.043657e-02 -2.800875e-02 -2.534381e+02 8.838536e-02 5.160857e+01 -1.912755e-01 6.781539e-02 
9 109  1.311368876021657200e-04 0 0 -1.779499e-01 3.171877e+00 1.014691e+01 -1.743436e-01 9.780822e-02 -2.651781e+02 9.157094e-02 2.030722e+02 2.281183e-02 1.643480e+01 3.169582e+01 1.222483e-02 -1.178227e-01 -2.534112e+02 -3.931012e-02 5.159284e+01 -2.452388e-01 6.576006e-02 
10 121  1.276797978581071700e-04 0 0 -6.891614e-04 3.269203e+00 1.002283e+01 -1.412061e-01 7.537557e-02 -2.652449e+02 2.797397e-02 2.030126e+02 5.112751e-02 1.651918e+01 3.177689e+01 2.145179e-02 -8.954582e-02 -2.533354e+02 -8.008424e-02 5.153594e+01 -3.425607e-01 4.913567e-02 
11 133  1.246225305581090400e-04 0 0 3.116670e-02 3.166878e+00 1.007205e+01 -7.387327e-02 2.841788e-01 -2.653278e+02 8.818098e-02 2.029751e+02 -1.397256e-01 1.646298e+01 3.173709e+01 4.022535e-03 -1.219344e-01 -2.533866e+02 -1.418972e-02 5.149694e+01 -4.166806e-01 5.570755e-02 
12 145  1.253260490934056800e-04 0 0 -1.184601e-01 3.254111e+00 1.011387e+01 -2.131684e-01 2.071610e-01 -2.653361e+02 3.773691e-03 2.031028e+02 -9.186318e-02 1.651272e+01 3.183920e+01 1.281467e-02 -5.233754e-02 -2.534068e+02 1.469255e-02 5.158460e+01 -3.823981e-01 7.819341e-02 
13 157  1.246958497844961900e-04 0 0 -1.405615e-01 3.169366e+00 1.010233e+01 -1.023541e-01 3.161949e-01 -2.652891e+02 1.177169e-01 2.028482e+02 -1.325692e-01 1.639454e+01 3.176790e+01 4.796670e-02 -1.306309e-01 -2.533781e+02 -1.749641e-01 5.160864e+01 -4.326871e-01 6.530274e-02 
14 169  1.243229189095633800e-04 0 0 -9.611044e-02 3.385137e+00 9.977214e+00 -1.973905e-01 3.180855e-01 -2.653221e+02 8.480349e-02 2.029780e+02 -6.504279e-02 1.637101e+01 3.179804e+01 8.993198e-02 -7.907768e-02 -2.533802e+02 -1.407212e-01 5.165697e+01 -4.219695e-01 6.601764e-02 
15 181  1.228700109515084700e-04 0 0 -6.720635e-02 3.290482e+00 1.005148e+01 -1.694094e-01 2.669763e-01 -2.654111e+02 1.055444e-01 2.029916e+02 -1.392921e-01 1.643595e+01 3.177951e+01 1.792191e-01 -2.795618e-01 -2.533169e+02 -1.386475e-01 5.173733e+01 -4.961130e-01 6.200445e-02 
16 193  1.230196630805191300e-04 0 0 -7.527662e-02 3.378887e+00 1.007520e+01 -2.146777e-01 3.665462e-01 -2.653605e+02 1.103393e-01 2.030410e+02 -1.967088e-01 1.645988e+01 3.174069e+01 1.545156e-01 -4.107349e-01 -2.534453e+02 -1.375584e-01 5.181988e+01 -4.827822e-01 8.062823e-02 
17 205  1.195450615281928700e-04 0 0 -1.124866e-01 3.382402e+00 9.991907e+00 -8.242320e-02 2.678303e-01 -2.654069e+02 1.731002e-01 2.030722e+02 -1.471489e-01 1.644142e+01 3.181167e+01 1.920257e-02 -4.065648e-01 -2.533242e+02 -1.034600e-01 5.164473e+01 -6.069905e-01 3.434670e-02 
18 217  1.204041900175947400e-04 0 0 -1.882426e-01 3.372176e+00 9.974092e+00 -1.825082e-01 2.246063e-01 -2.653940e+02 1.483648e-01 2.030350e+02 -2.640155e-01 1.632964e+01 3.179813e+01 1.551379e-01 -2.607830e-01 -2.532802e+02 -3.276760e-02 5.167371e+01 -5.604679e-01 5.917613e-02 
19 229  1.196359296212640600e-04 0 0 -3.944388e-03 3.380842e+00 1.005839e+01 -1.241394e-01 3.307045e-01 -2.654732e+02 1.095959e-01 2.029565e+02 -2.829869e-01 1.644003e+01 3.180732e+01 1.169124e-01 -2.518210e-01 -2.531800e+02 2.748435e-03 5.161708e+01 -7.095744e-01 5.323284e-02 
20 241  1.173976004341549700e-04 0 0 -9.763329e-02 3.380626e+00 9.859272e+00 -1.319071e-01 4.296406e-01 -2.654434e+02 2.696549e-01 2.028973e+02 -3.277481e-01 1.633654e+01 3.180814e+01 2.286939e-01 -2.658432e-01 -2.531658e+02 -5.968744e-02 5.175346e+01 -8.332635e-01 -6.399479e-03 
21 253  1.146232887561498700e-04 0 0 -6.272912e-02 3.318887e+00 9.839261e+00 -2.184666e-01 3.598067e-01 -2.652833e+02 2.301701e-01 2.029862e+02 -2.329120e-01 1.626564e+01 3.185183e+01 6.991645e-02 -2.971661e-01 -2.532411e+02 -2.246512e-01 5.167595e+01 -8.877737e-01 1.052747e-02 
22 265  1.197303458318046500e-04 0 0 -2.001140e-01 3.393665e+00 1.010993e+01 -2.071262e-01 4.403609e-01 -2.653574e+02 1.932290e-01 2.029279e+02 -2.049277e-01 1.635198e+01 3.172637e+01 1.090812e-01 -3.485611e-01 -2.531728e+02 -2.079870e-01 5.168597e+01 -7.935525e-01 7.035968e-02 
23 277  1.148938637596023100e-04 0 0 -2.782365e-01 3.388476e+00 9.865008e+00 -1.811065e-02 4.943632e-01 -2.653295e+02 7.481287e-02 2.028743e+02 -2.595330e-01 1.633832e+01 3.179412e+01 2.517646e-01 -3.051549e-01 -2.530288e+02 -2.221133e-01 5.156639e+01 -8.472105e-01 1.845073e-02 
24 289  1.160256885363916900e-04 0 0 -1.996859e-01 3.402010e+00 9.853117e+00 -3.597213e-02 3.818298e-01 -2.655585e+02 1.284303e-02 2.031178e+02 -4.042564e-01 1.637826e+01 3.186611e+01 2.357660e-01 -2.490635e-01 -2.530355e+02 -1.671770e-01 5.158931e+01 -7.545855e-01 2.034314e-02 
25 301  1.145068557525106100e-04 0 0 -2.349549e-01 3.317120e+00 9.829055e+00 2.791618e-03 4.953863e-01 -2.654807e+02 1.482724e-01 2.030610e+02 -3.840865e-01 1.632658e+01 3.195773e+01 2.979018e-01 -2.527804e-01 -2.530529e+02 -1.851936e-01 5.172163e+01 -8.178174e-01 2.685857e-03 
