%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=205830, 2015/04/21 2:8:8.30)
1 13 9.078414e-02 0 0 9.022731e-02 9.017495e-02 9.060317e-02 9.064826e-02 9.098060e-02 9.139920e-02 9.037859e-02 9.084826e-02 9.029745e-02 8.970675e-02 8.985465e-02 8.951319e-02 9.075273e-02 9.162387e-02 9.054781e-02 9.143697e-02 9.078848e-02 9.033272e-02 
2 25 8.497956e-02 0 0 8.382360e-02 8.469350e-02 8.442727e-02 8.460039e-02 8.470899e-02 8.465349e-02 8.475889e-02 8.472847e-02 8.426387e-02 8.372548e-02 8.375973e-02 8.239607e-02 8.568040e-02 8.539352e-02 8.488847e-02 8.523510e-02 8.529990e-02 8.397244e-02 
3 37 8.116435e-02 0 0 7.909038e-02 8.057328e-02 7.981819e-02 8.126773e-02 8.018158e-02 8.037589e-02 7.980840e-02 8.066210e-02 8.026963e-02 7.905903e-02 7.943367e-02 7.864105e-02 8.262665e-02 8.111518e-02 8.045595e-02 8.102086e-02 8.309195e-02 7.979919e-02 
4 49 7.609567e-02 0 0 7.378272e-02 7.496873e-02 7.400052e-02 7.484341e-02 7.501641e-02 7.492849e-02 7.463357e-02 7.516327e-02 7.480198e-02 7.374559e-02 7.424805e-02 7.318746e-02 7.758652e-02 7.651140e-02 7.484145e-02 7.598564e-02 7.838587e-02 7.441281e-02 
5 61 7.398493e-02 0 0 7.171309e-02 7.426168e-02 7.271484e-02 7.254872e-02 7.209211e-02 7.238414e-02 7.211512e-02 7.299720e-02 7.226545e-02 7.213900e-02 7.231512e-02 7.097664e-02 7.572239e-02 7.440904e-02 7.232624e-02 7.445278e-02 7.597215e-02 7.196031e-02 
6 73 7.226403e-02 0 0 7.001017e-02 7.238194e-02 7.077950e-02 7.056673e-02 7.130776e-02 7.022260e-02 7.097762e-02 7.137647e-02 7.086383e-02 7.085343e-02 7.033918e-02 6.937401e-02 7.334291e-02 7.292855e-02 7.111092e-02 7.188853e-02 7.459750e-02 6.990556e-02 
7 85 7.030091e-02 0 0 6.776690e-02 6.994214e-02 7.113013e-02 6.725652e-02 6.943462e-02 6.846682e-02 6.890583e-02 6.958355e-02 6.875780e-02 6.865695e-02 6.822648e-02 6.797605e-02 7.060513e-02 7.045859e-02 6.887228e-02 6.876745e-02 7.175609e-02 6.735776e-02 
8 97 6.862732e-02 0 0 6.577016e-02 6.734273e-02 6.968451e-02 6.547832e-02 6.781741e-02 6.684730e-02 6.690037e-02 6.796898e-02 6.627245e-02 6.714140e-02 6.677624e-02 6.732957e-02 6.857304e-02 6.866001e-02 6.743725e-02 6.644741e-02 6.998824e-02 6.527023e-02 
9 109 6.725606e-02 0 0 6.557032e-02 6.570801e-02 6.872722e-02 6.479471e-02 6.617240e-02 6.580674e-02 6.474614e-02 6.662263e-02 6.420434e-02 6.540494e-02 6.526693e-02 6.556833e-02 6.743140e-02 6.719761e-02 6.600249e-02 6.459261e-02 6.878458e-02 6.317508e-02 
10 121 6.617620e-02 0 0 6.527924e-02 6.458120e-02 6.835547e-02 6.415135e-02 6.521291e-02 6.417704e-02 6.237647e-02 6.567565e-02 6.273622e-02 6.406021e-02 6.321183e-02 6.461896e-02 6.643413e-02 6.600216e-02 6.428887e-02 6.316493e-02 6.809062e-02 6.138202e-02 
11 133 6.823171e-02 0 0 6.744158e-02 6.658174e-02 7.045510e-02 6.605581e-02 6.859648e-02 6.579325e-02 6.397653e-02 6.782137e-02 6.686257e-02 6.548481e-02 6.490066e-02 6.639058e-02 6.860275e-02 6.769079e-02 6.618463e-02 6.531696e-02 7.225538e-02 6.273736e-02 
12 145 6.773547e-02 0 0 6.656763e-02 6.587229e-02 7.007086e-02 6.492519e-02 6.808857e-02 6.535229e-02 6.328240e-02 6.679738e-02 6.665635e-02 6.496300e-02 6.534391e-02 6.593054e-02 6.774553e-02 6.684178e-02 6.627549e-02 6.553226e-02 7.235642e-02 6.187871e-02 
13 157 6.958434e-02 0 0 6.852196e-02 6.783073e-02 7.106856e-02 6.661884e-02 7.120476e-02 6.650881e-02 6.455223e-02 7.143958e-02 6.862966e-02 6.669947e-02 6.690565e-02 6.761977e-02 6.925414e-02 6.876834e-02 6.947957e-02 6.666235e-02 7.451781e-02 6.230568e-02 
14 169 7.197464e-02 0 0 7.047075e-02 7.090829e-02 7.387133e-02 6.884629e-02 7.540957e-02 6.817848e-02 6.679244e-02 7.433798e-02 7.069905e-02 6.895842e-02 6.909012e-02 7.064185e-02 7.125313e-02 7.119569e-02 7.167651e-02 6.881345e-02 7.745391e-02 6.344202e-02 
15 181 7.347041e-02 0 0 7.135273e-02 7.222489e-02 7.502982e-02 7.034273e-02 7.742446e-02 6.995600e-02 6.787641e-02 7.547106e-02 7.253757e-02 7.008141e-02 6.982629e-02 7.238310e-02 7.427891e-02 7.329020e-02 7.305706e-02 7.134648e-02 7.980469e-02 6.380063e-02 
16 193 7.647947e-02 0 0 7.389501e-02 7.512302e-02 7.760668e-02 7.321613e-02 8.138989e-02 7.215040e-02 7.031144e-02 7.840844e-02 7.585174e-02 7.223417e-02 7.224374e-02 7.484257e-02 7.948921e-02 7.629206e-02 7.591499e-02 7.557162e-02 8.335603e-02 6.606180e-02 
17 205 7.712944e-02 0 0 7.407629e-02 7.535876e-02 7.807331e-02 7.397981e-02 8.297619e-02 7.248797e-02 7.064960e-02 7.882563e-02 7.662555e-02 7.237950e-02 7.318390e-02 7.545298e-02 8.160623e-02 7.693308e-02 7.584179e-02 7.645437e-02 8.544305e-02 6.594743e-02 
18 217 7.704821e-02 0 0 7.456056e-02 7.518638e-02 7.817561e-02 7.354551e-02 8.316520e-02 7.223862e-02 7.036043e-02 7.827062e-02 7.711567e-02 7.253636e-02 7.276263e-02 7.498265e-02 8.127108e-02 7.744416e-02 7.543629e-02 7.650139e-02 8.579618e-02 6.505469e-02 
19 229 7.850059e-02 0 0 7.636444e-02 7.705352e-02 7.900606e-02 7.504553e-02 8.443349e-02 7.401202e-02 7.064840e-02 7.981104e-02 7.993791e-02 7.355968e-02 7.377162e-02 7.597218e-02 8.234431e-02 8.067455e-02 7.664380e-02 7.655156e-02 8.989510e-02 6.525687e-02 
20 241 8.212350e-02 0 0 7.943224e-02 8.033940e-02 8.342066e-02 7.837579e-02 8.858285e-02 7.746761e-02 7.594659e-02 8.401367e-02 8.441082e-02 7.664915e-02 7.673876e-02 7.959764e-02 8.581115e-02 8.575726e-02 7.962281e-02 7.944495e-02 9.744335e-02 6.782326e-02 
21 253 8.530604e-02 0 0 8.211091e-02 8.319460e-02 8.720033e-02 8.129287e-02 9.201747e-02 8.064127e-02 7.919430e-02 8.697984e-02 8.751578e-02 7.978226e-02 7.929022e-02 8.250044e-02 8.888983e-02 8.969419e-02 8.313230e-02 8.209711e-02 1.048615e-01 6.952480e-02 
22 265 8.362674e-02 0 0 8.115325e-02 8.125430e-02 8.587820e-02 7.853478e-02 9.037815e-02 7.872733e-02 7.716909e-02 8.541934e-02 8.543756e-02 7.796856e-02 7.765195e-02 8.014884e-02 8.603988e-02 8.785517e-02 8.215063e-02 8.060288e-02 1.036365e-01 6.765807e-02 
23 277 8.615335e-02 0 0 8.426860e-02 8.367568e-02 8.914834e-02 8.212436e-02 9.329431e-02 8.152202e-02 8.036671e-02 8.795470e-02 8.991948e-02 8.026257e-02 7.935407e-02 8.309516e-02 8.915004e-02 9.265752e-02 8.467446e-02 8.225472e-02 1.087149e-01 6.828318e-02 
24 289 8.861947e-02 0 0 8.746811e-02 8.624473e-02 9.177529e-02 8.374409e-02 9.565900e-02 8.534646e-02 8.338180e-02 9.062853e-02 9.285955e-02 8.184134e-02 8.163647e-02 8.560029e-02 9.154886e-02 9.662401e-02 8.717845e-02 8.422568e-02 1.109648e-01 6.994573e-02 
25 301 9.165895e-02 0 0 9.056893e-02 8.923012e-02 9.615801e-02 8.671830e-02 9.787238e-02 8.800513e-02 8.545223e-02 9.348201e-02 9.639637e-02 8.493085e-02 8.513520e-02 8.925166e-02 9.469759e-02 1.010415e-01 8.964056e-02 8.706752e-02 1.150863e-01 7.151078e-02 
26 313 9.510823e-02 0 0 9.401388e-02 9.245926e-02 9.914458e-02 9.008871e-02 1.012124e-01 9.155688e-02 8.850882e-02 9.679018e-02 1.005125e-01 8.820545e-02 8.902990e-02 9.417063e-02 9.794073e-02 1.069975e-01 9.226601e-02 8.961836e-02 1.203405e-01 7.220979e-02 
27 325 9.822378e-02 0 0 9.689702e-02 9.500652e-02 1.037547e-01 9.287197e-02 1.040857e-01 9.567164e-02 9.198830e-02 1.006969e-01 1.036202e-01 9.088209e-02 9.151010e-02 9.709496e-02 1.006655e-01 1.126867e-01 9.548625e-02 9.227341e-02 1.239943e-01 7.394011e-02 
