%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=209010, 2015/04/20 1:38:12.10)
1 18  1.000000000000000000e+03 0 0 3.706698e-01 1.007209e+00 2.195799e+00 -2.092501e+00 2.264310e-01 4.644055e-01 -1.388705e+00 -6.320676e-01 -3.448053e-01 -5.700972e-01 6.847126e-01 -2.724437e-01 -4.506269e-01 1.811786e+00 1.854720e+00 1.025552e+00 8.739521e-01 -1.968083e-01 -8.041482e-01 2.359728e+00 1.073499e+00 1.284646e+00 2.169974e-02 -6.056689e-01 -2.608008e-01 9.299462e-01 -5.105191e-01 2.066663e+00 2.717416e-01 7.919188e-01 -9.527561e-01 -5.271275e-01 1.973923e+00 4.829699e-01 1.682601e+00 -1.210550e+00 -1.605574e-01 9.414747e-01 8.294864e-01 -2.151015e+00 -1.038249e+00 -5.968392e-01 3.981025e-01 -4.253264e-01 -1.421229e-01 -1.346916e-01 -1.888348e-01 -3.258021e-01 -5.986845e-01 -5.868183e-01 -5.701900e-01 -6.335046e-01 -1.344053e+00 9.087607e-01 -5.132494e-01 2.081091e-01 8.850448e-01 -9.073474e-01 1.467951e+00 2.045405e-01 5.289402e-01 -3.836440e-01 -6.185790e-01 -1.309509e-01 -1.242798e+00 9.906131e-01 8.987187e-01 1.257925e+00 -5.931681e-02 1.792592e+00 1.894408e+00 -1.995599e-01 -1.151332e+00 9.398523e-01 -1.237317e+00 -4.214265e-01 9.336952e-01 1.947528e+00 -1.415182e+00 1.502107e+00 4.673402e-01 2.217268e-01 -1.605657e+00 -7.878926e-01 -1.485776e+00 -9.059347e-01 -2.586374e+00 1.800782e+00 -7.771661e-01 5.687058e-01 2.499224e-01 6.145361e-01 -8.892812e-01 -7.421922e-01 1.425854e+00 -1.794738e+00 -3.303284e-03 -1.027238e+00 1.260529e+00 7.021235e-01 
1 54  1.000000000000000000e+03 0 0 1.344270e-01 -1.311600e+00 -1.051094e+00 -4.435807e-01 1.360668e+00 -6.330729e-01 -1.178042e+00 -1.669168e-01 -1.432970e+00 9.207835e-01 -5.782045e-01 -9.368056e-01 4.367346e-01 1.012657e+00 -3.246739e-02 9.995720e-01 -1.696612e+00 -2.543420e-01 -1.186143e+00 -1.293269e+00 -7.448223e-01 -2.919497e-01 -7.124270e-02 8.836769e-01 -6.413249e-01 -4.431714e-01 1.468237e+00 -1.693570e+00 -5.779819e-01 -6.847600e-01 1.214458e+00 1.665229e-01 9.188159e-01 -7.399909e-01 -3.227192e-01 -1.046091e+00 -2.349693e-01 -1.172454e-03 1.003651e+00 -1.531324e+00 2.679342e-01 5.335705e-01 9.829366e-01 1.906372e+00 1.091639e-01 -6.446486e-01 -5.403060e-01 1.677165e-03 3.668190e-01 -7.561740e-01 1.782619e+00 8.328591e-01 -2.622945e-01 1.571109e+00 -5.169241e-01 -1.235183e+00 -1.688327e+00 -6.507306e-01 9.760312e-01 -2.992414e-01 -4.907660e-01 1.290081e+00 3.125244e+00 2.905423e-01 8.451132e-01 -6.470431e-01 3.058395e-01 1.308777e+00 4.830445e-01 -4.827557e-01 -5.217763e-01 7.411166e-02 1.902149e+00 -5.726685e-01 2.035594e-01 -4.483318e-01 -6.893505e-01 -7.444338e-01 -1.442342e+00 -8.602265e-02 -4.277853e-01 1.111699e+00 -9.687064e-01 -1.238739e+00 -5.719172e-01 6.074025e-01 3.880770e-02 1.132835e+00 1.029284e+00 -4.792516e-01 -1.444206e+00 -7.958493e-01 -1.483389e+00 9.493060e-01 1.336145e-01 3.080457e+00 -3.632960e-01 3.540058e-01 -6.851028e-02 -8.041383e-01 
